Symbol,Company Name,Industry,Market Cap
ASAQ,Atlantic Street Acquisition,Blank Check / SPAC,306.56M
ASAX,Astrea Acquisition,Blank Check / SPAC,217.07M
ASB,Associated Banc-Corp,Banks,3.65B
ASC,Ardmore Shipping,"Oil, Gas &amp; Consumable Fuels",115.12M
ASGN,ASGN Incorporated,Professional Services,5.91B
ASH,Ashland Global Holdings,Chemicals,5.50B
ASIX,AdvanSix,Chemicals,1.17B
ASLE,AerSale,Airports &amp; Air Services,744.61M
ASLN,ASLAN Pharmaceuticals,Biotechnology,63.22M
ASM,Avino Silver &amp; Gold Mines,Metals &amp; Mining,84.09M
ASMB,Assembly Biosciences,Biotechnology,81.36M
ASML,ASML Holding,Semiconductors &amp; Semiconductor Equipment,289.38B
ASND,Ascendis Pharma,Biotechnology,6.15B
ASO,Academy Sports and Outdoors,Specialty Retail,3.22B
ASPA,Abri SPAC I,Blank Check / SPAC,64.28M
ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,283.76M
ASPN,Aspen Aerogels,Energy Equipment &amp; Services,1.04B
ASPS,Altisource Portfolio Solutions,Real Estate Management &amp; Development,173.67M
ASPU,Aspen Group,Diversified Consumer Services,58.83M
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,5.93B
ASRT,Assertio Holdings,Pharmaceuticals,91.95M
ASRV,AmeriServ Financial,Banks,66.96M
ASTC,Astrotech,Aerospace &amp; Defense,31.69M
ASTE,Astec Industries,Machinery,1.47B
ASTL,Algoma Steel Group,Steel,611.46M
ASTR,Astra Space,Aerospace &amp; Defense,1.26B
ASTS,AST SpaceMobile,Telecom Services,289.69M
ASUR,Asure Software,Software,140.38M
ASX,ASE Technology Holding Company,Semiconductors &amp; Semiconductor Equipment,15.68B
ASXC,Asensus Surgical,Medical Devices,192.89M
ASYS,Amtech Systems,Semiconductors &amp; Semiconductor Equipment,117.25M
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1.91B
ATA,Americas Technology Acquisition,Blank Check / SPAC,147.10M
ATAI,ATAI Life Sciences,Biotechnology,843.17M
ATAQ,Altimar Acquisition III,Blank Check / SPAC,189.21M
ATAX,America First Multifamily Investors LP,Thrifts &amp; Mortgage Finance,421.30M
ATC,Atotech,Electronic Components,4.79B
ATCO,Atlas,Marine,3.42B
ATCX,Atlas Technical Consultants,Engineering &amp; Construction,265.57M
ATEC,Alphatec Holdings,Health Care Equipment &amp; Supplies,1.02B
ATEN,A10 Networks,Software,1.13B
ATER,Aterian,"Furnishings, Fixtures &amp; Appliances",154.16M
ATEX,Anterix,Wireless Telecommunication Services,928.42M
ATGE,Adtalem Global Education,Diversified Consumer Services,1.39B
ATHA,Athira Pharma,Biotechnology,373.51M
ATHE,Alterity Therapeutics,Biotechnology,34.74M
ATHM,Autohome,Interactive Media &amp; Services,4.36B
ATHX,Athersys,Biotechnology,187.29M
ATI,Allegheny Technologies,Metals &amp; Mining,2.54B
ATIF,ATIF Holdings,Professional Services,40.72M
ATIP,ATI Physical Therapy,Medical Care Facilities,666.72M
ATKR,Atkore,Electrical Equipment,4.52B
ATLC,Atlanticus Holdings,Consumer Finance,943.51M
ATLO,Ames National,Banks,225.76M
ATNF,180 Life Sciences,Biotechnology,88.10M
ATNI,ATN International,Diversified Telecommunication Services,624.09M
ATNM,Actinium Pharmaceuticals,Biotechnology,117.86M
ATNX,Athenex,Biotechnology,109.32M
ATO,Atmos Energy,Gas Utilities,13.88B
ATOM,Atomera,Semiconductors &amp; Semiconductor Equipment,321.20M
ATOS,Atossa Therapeutics,Health Care Equipment &amp; Supplies,159.55M
ATR,AptarGroup,Containers &amp; Packaging,7.66B
ATRA,Atara Biotherapeutics,Biotechnology,1.26B
ATRC,AtriCure,Health Care Equipment &amp; Supplies,2.82B
ATRI,Atrion,Health Care Equipment &amp; Supplies,1.11B
ATRO,Astronics,Aerospace &amp; Defense,387.13M
ATRS,Antares Pharma,Health Care Equipment &amp; Supplies,556.04M
ATSG,Air Transport Services Group,Air Freight &amp; Logistics,1.93B
ATTO,Atento,Commercial Services &amp; Supplies,341.70M
ATUS,Altice USA,Media,6.43B
ATVC,Tribe Capital Growth I,Blank Check / SPAC,336.03M
ATVI,Activision Blizzard,Entertainment,63.38B
ATXI,Avenue Therapeutics,Pharmaceuticals,14.42M
ATXS,Astria Therapeutics,Biotechnology,62.84M
ATY,AcuityAds Holdings,Interactive Media &amp; Services,167.80M
AU,AngloGold Ashanti,Metals &amp; Mining,8.45B
AUB,Atlantic Union Bankshares,Banks,2.98B
AUBN,Auburn National Bancorporation,Banks,118.88M
AUD,Audacy,Media,321.13M
AUDC,AudioCodes,Communications Equipment,1.01B
AUGX,Augmedix,Health Information Services,96.61M
AUID,Ipsidy,Software-Infrastructure,168.94M
AUMN,Golden Minerals Company,Metals &amp; Mining,66.75M
AUPH,Aurinia Pharmaceuticals,Biotechnology,2.11B
AUR,Aurora Innovation,Information Technology Services,6.14B
AURA,Aura Biosciences,Biotechnology,505.98M
AURC,Aurora Acquisition,Blank Check / SPAC,342.81M
AUS,Austerlitz Acquisition I,Blank Check / SPAC,957.13M
AUTL,Autolus Therapeutics,Biotechnology,288.06M
AUTO,AutoWeb,Interactive Media &amp; Services,42.55M
AUUD,Auddia,Software-Application,21.60M
AUVI,Applied UV,Building Products,22.66M
AUY,Yamana Gold,Metals &amp; Mining,4.08B
AVA,Avista,Multi-Utilities,3.10B
AVAC,Avalon Acquisition,Blank Check / SPAC,215.78M
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,1.08B
AVAL,Grupo Aval Acciones y Valores,Banks,6.22B
AVAN,Avanti Acquisition,Blank Check / SPAC,735.75M
AVAV,AeroVironment,Aerospace &amp; Defense,1.42B
AVB,AvalonBay Communities,"Equity Real Estate 
Investment Trusts...",33.82B
AVCO,Avalon GloboCare,Health Care Providers &amp; Services,65.59M
AVCT,American Virtual Cloud Technologies,IT Services,107.07M
AVD,American Vanguard,Chemicals,486.27M
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,326.51M
AVDX,AvidXchange Holdings,Software-Infrastructure,1.97B
AVEO,AVEO Pharmaceuticals,Biotechnology,117.56M
AVGO,Broadcom,Semiconductors &amp; Semiconductor Equipment,220.16B
AVGR,Avinger,Health Care Equipment &amp; Supplies,26.87M
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,123.25M
AVID,Avid Technology,"Technology Hardware, Storage &amp; Periph...",1.31B
AVIR,Atea Pharmaceuticals,Pharmaceuticals,535.18M
AVLR,Avalara,Software,8.56B
AVNS,Avanos Medical,Health Care Equipment &amp; Supplies,1.51B
AVNT,Avient,Chemicals,4.63B
AVNW,Aviat Networks,Communications Equipment,315.43M
AVO,Mission Produce,Farm Products,957.06M
AVPT,AvePoint,Software-Infrastructure,993.30M
AVRO,Avrobio,Biotechnology,79.88M
AVT,Avnet,"Electronic Equipment, Instruments &amp; C...",3.89B
AVTE,Aerovate Therapeutics,Biotechnology,201.39M
AVTR,Avantor,Life Sciences Tools &amp; Services,21.99B
AVTX,Avalo Therapeutics,Biotechnology,98.69M
AVXL,Anavex Life Sciences,Biotechnology,941.10M
AVY,Avery Dennison,Containers &amp; Packaging,16.62B
AVYA,Avaya Holdings,Software,1.50B
AWH,Aspira Women's Health,Health Care Equipment &amp; Supplies,124.46M
AWI,Armstrong World Industries,Building Products,4.87B
AWK,American Water Works Company,Water Utilities,29.30B
AWR,American States Water Company,Water Utilities,3.39B
AWRE,Aware,Software,62.52M
AWX,Avalon Holdings,Commercial Services &amp; Supplies,13.45M
AX,Axos Financial,Thrifts &amp; Mortgage Finance,3.21B
AXDX,Accelerate Diagnostics,Life Sciences Tools &amp; Services,267.51M
AXGN,Axogen,Health Care Equipment &amp; Supplies,344.14M
AXH,Industrial Human Capital,Blank Check / SPAC,124.13M
AXL,American Axle &amp; Manufacturing Holdings,Auto Components,917.05M
AXLA,Axcella Health,Biotechnology,62.66M
AXNX,Axonics,Health Care Equipment &amp; Supplies,2.28B
AXON,Axon Enterprise,Aerospace &amp; Defense,9.10B
AXP,American Express Company,Consumer Finance,122.95B
AXR,AMREP,Commercial Services &amp; Supplies,103.41M
AXS,AXIS Capital Holdings,Insurance,4.73B
AXSM,Axsome Therapeutics,Pharmaceuticals,893.48M
AXTA,Axalta Coating Systems,Chemicals,6.92B
AXTI,AXT Inc.,Semiconductors &amp; Semiconductor Equipment,322.49M
AXU,Alexco Resource,Commercial Services &amp; Supplies,247.43M
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3.60B
AYI,Acuity Brands,Electrical Equipment,6.85B
AYLA,Ayala Pharmaceuticals,Biotechnology,93.92M
AYRO,"AYRO, Inc.",Auto Manufacturers,43.50M
AYTU,Aytu BioPharma,Pharmaceuticals,34.34M
AYX,Alteryx,Software,3.58B
AZ,A2Z Smart Technologies,Aerospace &amp; Defense,174.10M
AZEK,The AZEK Company,Building Products,5.31B
AZN,AstraZeneca,Pharmaceuticals,184.36B
AZO,AutoZone,Specialty Retail,40.08B
AZPN,Aspen Technology,Software,9.58B
AZRE,Azure Power Global,Independent Power and Renewable Elect...,685.84M
AZTA,Azenta,Medical Instruments &amp; Supplies,5.77B
AZUL,Azul S.A.,Airlines,1.74B
AZYO,Aziyo Biologics,Medical Devices,86.78M
AZZ,AZZ Inc.,Electrical Equipment,1.19B
B,Barnes Group,Machinery,2.31B
BA,The Boeing Company,Aerospace &amp; Defense,120.74B
BABA,Alibaba Group Holding,Internet &amp; Direct Marketing Retail,354.02B
BAC,Bank of America,Banks,367.63B
BACA,Berenson Acquisition I,Blank Check / SPAC,302.19M
BAFN,BayFirst Financial,Banks-Regional,80.35M
BAH,Booz Allen Hamilton Holding,IT Services,11.43B
BAK,Braskem,Chemicals,7.16B
BALY,Bally's,"Hotels, Restaurants &amp; Leisure",1.47B
BAM,Brookfield Asset Management,Capital Markets,84.29B
BANC,Banc of California,Banks,1.26B
BAND,Bandwidth,Diversified Telecommunication Services,1.50B
BANF,BancFirst,Banks,2.44B
BANR,Banner,Banks,2.13B
BANX,StoneCastle Financial,Capital Markets,153.91M
BAOS,Baosheng Media Group Holdings,Advertising Agencies,24.94M
BAP,Credicorp,Banks,10.92B
BARK,The Original BARK Company,Specialty Retail,586.22M
BASE,Couchbase,Software-Infrastructure,951.23M
BATL,Battalion Oil,"Oil, Gas &amp; Consumable Fuels",225.23M
BAX,Baxter International,Health Care Equipment &amp; Supplies,43.20B
BB,BlackBerry,Software,4.91B
BBAI,BigBear.ai Holdings,Information Technology Services,241.69M
BBAR,Banco BBVA Argentina,Banks,600.41M
BBBY,Bed Bath &amp; Beyond,Specialty Retail,1.25B
BBCP,Concrete Pumping Holdings,Construction &amp; Engineering,447.11M
BBD,Banco Bradesco,Banks,37.01B
BBDC,Barings BDC,Capital Markets,693.00M
BBGI,Beasley Broadcast Group,Media,56.48M
BBI,Brickell Biotech,Biotechnology,26.81M
BBIG,Vinco Ventures,Leisure,433.47M
BBIO,BridgeBio Pharma,Biotechnology,1.52B
BBL,BHP Group,Metals &amp; Mining,172.08B
BBLG,Bone Biologics,Medical Devices,29.29M
BBLN,Babylon Holdings,Health Information Services,2.44B
BBQ,BBQ Holdings,"Hotels, Restaurants &amp; Leisure",144.04M
BBSI,Barrett Business Services,Professional Services,487.89M
BBU,Brookfield Business Partners,Construction &amp; Engineering,3.40B
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,41.54B
BBW,Build-A-Bear Workshop,Specialty Retail,274.80M
BBWI,Bath &amp; Body Works,Specialty Retail,13.67B
BBY,Best Buy Co.,Specialty Retail,23.20B
BC,Brunswick,Leisure Products,6.48B
BCAB,BioAtla,Biotechnology,370.94M
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,74.27M
BCBP,BCB Bancorp,Banks,270.49M
BCC,Boise Cascade Company,Paper &amp; Forest Products,2.70B
BCDA,BioCardia,Biotechnology,26.99M
BCE,"BCE, Inc.",Diversified Telecommunication Services,47.59B
BCEL,Atreca,Biotechnology,75.04M
BCH,Banco de Chile,Banks,9.98B
BCLI,Brainstorm Cell Therapeutics,Biotechnology,112.46M
BCML,BayCom,Banks,212.32M
BCO,The Brink's Company,Commercial Services &amp; Supplies,3.40B
BCOR,Blucora,Capital Markets,775.11M
BCOV,Brightcove,IT Services,383.79M
BCOW,1895 Bancorp of Wisconsin,Thrifts &amp; Mortgage Finance,70.85M
BCPC,Balchem,Chemicals,4.81B
BCRX,BioCryst Pharmaceuticals,Biotechnology,2.48B
BCS,Barclays,Banks,46.82B
BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,407.85M
BCSF,Bain Capital Specialty Finance,Capital Markets,989.09M
BCTX,BriaCell Therapeutics,Biotechnology,114.79M
BCYC,Bicycle Therapeutics,Biotechnology,1.36B
BDC,Belden,"Electronic Equipment, Instruments &amp; C...",2.57B
BDL,Flanigan's Enterprises,"Hotels, Restaurants &amp; Leisure",56.22M
BDN,Brandywine Realty Trust,"Equity Real Estate 
Investment Trusts...",2.25B
BDR,Blonder Tongue Laboratories,Communications Equipment,5.40M
BDSI,BioDelivery Sciences International,Pharmaceuticals,331.95M
BDSX,Biodesix,Diagnostics &amp; Research,117.29M
BDTX,Black Diamond Therapeutics,Biotechnology,139.12M
BDX,"Becton, Dickinson and Company",Health Care Equipment &amp; Supplies,75.43B
BE,Bloom Energy,Electrical Equipment,2.73B
BEAM,Beam Therapeutics,Beverages,4.28B
BEAT,HeartBeam,Health Information Services,20.38M
BECN,Beacon Roofing Supply,Trading Companies &amp; Distributors,3.80B
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,107.27M
BEEM,Beam Global,Electrical Equipment,107.21M
BEKE,KE Holdings,Real Estate Management &amp; Development,25.89B
BELFA,Bel Fuse,Electronic Components,158.16M
BELFB,Bel Fuse,"Electronic Equipment, Instruments &amp; C...",158.16M
BEN,Franklin Resources,Capital Markets,15.99B
BENE,Benessere Capital Acquisition,Blank Check / SPAC,151.62M
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,8.94B
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,5.64B
BERY,Berry Global Group,Containers &amp; Packaging,9.35B
BEST,BEST Inc.,Air Freight &amp; Logistics,291.84M
BF.A,Brown-Forman,Beverages,30.62B
BF.B,Brown-Forman,Beverages,30.62B
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,7.62B
BFC,Bank First,Banks,538.29M
BFI,BurgerFi International,Restaurants,112.48M
BFIN,BankFinancial,Banks,140.51M
BFLY,Butterfly Network,Medical Devices,1.15B
BFRA,Biofrontera AG,Biotechnology,85.34M
BFRI,Biofrontera,Drug Manufacturers-Specialty &amp; Generic,52.24M
BFS,Saul Centers,"Equity Real Estate 
Investment Trusts...",1.17B
BFST,Business First Bancshares,Banks,553.42M
BG,Bunge,Food Products,13.26B
BGCP,BGC Partners,Capital Markets,1.55B
BGFV,Big 5 Sporting Goods,Specialty Retail,413.42M
BGI,Birks Group,Specialty Retail,84.31M
BGNE,BeiGene,Biotechnology,25.75B
BGRY,Berkshire Grey,Specialty Industrial Machinery,790.12M
BGS,B&amp;G Foods,Food Products,2.08B
BGSF,BG Staffing,Professional Services,137.85M
BGSX,Build Acquisition,Blank Check / SPAC,242.50M
BH,Biglari Holdings,"Hotels, Restaurants &amp; Leisure",379.12M
BH.A,Biglari Holdings,Restaurants,379.12M
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,243.75M
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,18.56M
BHB,Bar Harbor Bankshares,Banks,460.24M
BHC,Bausch Health Companies,Pharmaceuticals,9.07B
BHE,Benchmark Electronics,"Electronic Equipment, Instruments &amp; C...",876.38M
BHF,Brighthouse Financial,Insurance,4.20B
BHG,Bright Health Group,Healthcare Plans,1.70B
BHIL,Benson Hill,Agricultural Inputs,644.57M
BHLB,Berkshire Hills Bancorp,Banks,1.44B
BHP,BHP Group,Metals &amp; Mining,166.95B
BHR,Braemar Hotels &amp; Resorts,"Equity Real Estate 
Investment Trusts...",333.48M
BHSE,Bull Horn Holdings,Blank Check / SPAC,93.75M
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,7.21B
BIDU,Baidu,Interactive Media &amp; Services,57.11B
BIG,Big Lots,Multiline Retail,1.22B
BIGC,BigCommerce Holdings,IT Services,1.98B
BIIB,Biogen,Biotechnology,32.39B
BILI,Bilibili,Entertainment,13.82B
BILL,Bill.com Holdings,Software,16.09B
BIMI,BIMI International Medical,Machinery,13.74M
BIO,Bio-Rad Laboratories,Life Sciences Tools &amp; Services,17.51B
BIOC,Biocept,Biotechnology,50.86M
BIOL,BIOLASE,Health Care Equipment &amp; Supplies,52.12M
BIOT,Biotech Acquisition Company,Blank Check / SPAC,280.31M
BIOX,Bioceres Crop Solutions,Food Products,547.92M
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,18.62B
BIPC,Brookfield Infrastructure,Gas Utilities,4.84B
BIRD,Allbirds,Apparel Retail,1.82B
BITE,Bite Acquisition,Blank Check / SPAC,248.71M
BITF,Bitfarms,Capital Markets,672.35M
BIVI,BioVie,Biotechnology,99.60M
BJ,BJ's Wholesale Club Holdings,Food &amp; Staples Retailing,8.23B
BJDX,Bluejay Diagnostics,Medical Devices,40.56M
BJRI,BJ's Restaurants,"Hotels, Restaurants &amp; Leisure",681.63M
BK,Bank of New York Mellon,Capital Markets,45.98B
BKCC,BlackRock Capital Investment,Capital Markets,299.58M
BKD,Brookdale Senior Living,Health Care Providers &amp; Services,963.88M
BKE,The Buckle,Specialty Retail,1.66B
BKEP,BlueKnight Energy Partners,"Oil, Gas &amp; Consumable Fuels",145.72M
BKH,Black Hills,Multi-Utilities,4.27B
BKI,Black Knight,IT Services,11.38B
BKKT,Bakkt Holdings,Software-Infrastructure,237.80M
BKNG,Booking Holdings,Internet &amp; Direct Marketing Retail,96.32B
BKR,Baker Hughes Company,Energy Equipment &amp; Services,23.70B
BKSC,Bank of South Carolina,Banks,110.66M
BKSY,BlackSky Technology,Scientific &amp; Technical Instruments,318.16M
BKTI,BK Technologies,Communications Equipment,41.53M
BKU,BankUnited,Banks,3.74B
BKYI,BIO-key International,Software,16.18M
BL,BlackLine,Software,5.00B
BLBD,Blue Bird,Machinery,483.67M
BLBX,Blackboxstocks,Software-Application,28.24M
BLCM,Bellicum Pharmaceuticals,Biotechnology,12.18M
BLCT,BlueCity Holdings,Internet Content &amp; Information,48.71M
BLD,TopBuild,Household Durables,7.61B
BLDE,Blade Air Mobility,Airports &amp; Air Services,434.61M
BLDP,Ballard Power Systems,Electrical Equipment,2.95B
BLDR,Builders FirstSource,Building Products,12.83B
BLEU,bleuacacia ltd.,Blank Check / SPAC,332.58M
BLFS,BioLife Solutions,Health Care Equipment &amp; Supplies,1.20B
BLFY,Blue Foundry Bancorp,Banks-Regional,405.59M
BLI,Berkeley Lights,Life Sciences Tools &amp; Services,599.85M
BLIN,Bridgeline Digital,Software,18.34M
BLK,BlackRock,Capital Markets,121.49B
BLKB,Blackbaud,Software,3.55B
BLL,Ball Corporation,Containers &amp; Packaging,28.61B
BLMN,Bloomin' Brands,"Hotels, Restaurants &amp; Leisure",1.72B
BLND,Blend Labs,Software-Application,1.62B
BLNG,Belong Acquisition,Blank Check / SPAC,188.93M
BLNK,Blink Charging Co.,Specialty Retail,885.36M
BLPH,Bellerophon Therapeutics,Health Care Equipment &amp; Supplies,24.05M
BLRX,BioLineRx,Biotechnology,99.92M
BLSA,BCLS Acquisition,Blank Check / SPAC,185.84M
BLTS,Bright Lights Acquisition,Blank Check / SPAC,283.19M
BLU,BELLUS Health,Biotechnology,592.23M
BLUA,BlueRiver Acquisition,Blank Check / SPAC,357.82M
BLUE,Bluebird Bio,Biotechnology,507.58M
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,655.88M
BLZE,Backblaze,Software-Infrastructure,372.39M
BMA,Banco Macro,Banks,845.30M
BMAC,Black Mountain Acquisition,Blank Check / SPAC,285.94M
BMAQ,Blockchain Moon Acquisition,Blank Check / SPAC,136.47M
BMBL,Bumble,Software-Application,5.54B
BMEA,Biomea Fusion,Biotechnology,206.22M
BMI,Badger Meter,"Electronic Equipment, Instruments &amp; C...",2.62B
BMO,Bank of Montreal,Banks,74.53B
BMRA,Biomerica,Health Care Equipment &amp; Supplies,56.16M
BMRC,Bank of Marin Bancorp,Banks,603.70M
BMRN,BioMarin Pharmaceutical,Biotechnology,15.54B
BMTX,BM Technologies,Software-Application,115.23M
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,141.04B
BNED,Barnes &amp; Noble Education,Specialty Retail,292.20M
BNFT,Benefitfocus,Software,350.02M
BNGO,BioNano Genomics,Life Sciences Tools &amp; Services,621.75M
BNIX,Bannix Acquisition,Blank Check / SPAC,69.08M
BNL,Broadstone Net Lease,"Equity Real Estate 
Investment Trusts...",3.63B
BNNR,Banner Acquisition,Blank Check / SPAC,183.38M
BNOX,Bionomics,Biotechnology,89.64M
BNR,Burning Rock Biotech,Diagnostics &amp; Research,953.48M
BNS,The Bank of Nova Scotia,Banks,87.48B
BNSO,Bonso Electronics International,"Electronic Equipment, Instruments &amp; C...",21.32M
BNTC,Benitec Biopharma,Biotechnology,20.35M
BNTX,BioNTech SE,Biotechnology,35.77B
BOAC,Bluescape Opportunities Acquisition,Blank Check / SPAC,744.95M
BOAS,BOA Acquisition,Blank Check / SPAC,282.61M
BODY,The Beachbody Company,Internet Content &amp; Information,507.53M
BOH,Bank of Hawaii,Banks,3.52B
BOKF,BOK Financial,Banks,6.91B
BOLT,Bolt Biotherapeutics,Biotechnology,135.34M
BOMN,Boston Omaha,Media,756.06M
BON,Bon Natural Life,Packaged Foods,29.32M
BOOM,DMC Global,Energy Equipment &amp; Services,783.57M
BOOT,Boot Barn Holdings,Specialty Retail,2.75B
BORR,Borr Drilling,Oil &amp; Gas Drilling,284.57M
BOSC,BOS Better Online Solutions,Communications Equipment,14.72M
BOTJ,Bank of the James Financial Group,Banks,73.34M
BOWL,Bowlero,Entertainment,48.30M
BOX,"Box, Inc.",Software,3.67B
BOXD,Boxed,Internet Retail,378.42M
BOXL,Boxlight,"Technology Hardware, Storage &amp; Periph...",68.21M
BP,BP plc,"Oil, Gas &amp; Consumable Fuels",104.29B
BPMC,Blueprint Medicines,Biotechnology,4.05B
BPMP,BP Midstream Partners LP,"Oil, Gas &amp; Consumable Fuels",1.85B
BPOP,Popular,Banks,7.06B
BPRN,The Bank of Princeton,Banks,197.61M
BPT,BP Prudhoe Bay Royalty Trust,"Oil, Gas &amp; Consumable Fuels",131.40M
BPTH,Bio-Path Holdings,Biotechnology,26.13M
BPTS,Biophytis,Biotechnology,65.76M
BQ,Boqii Holding,Specialty Retail,56.38M
BR,Broadridge Financial Solutions,IT Services,18.26B
